"PERMVIT","RELJCT1","WEIGHT","MAKE","MODEL","ROLLOVER","VNUM_LAN","VTRAFCON","PCRASH5","ACC_TYPE","MDLYR_IM","IMPACT1_IM","PCRASH1_IM","INJ_SEV","REST_USE","AIR_BAG","SEX_IM","AGE_IM"
2,8,157.3009050596115,21,21,0,2,0,1,99,2004,3,1,2,3,20,1,39
3,0,26.339731922399956,37,31,0,2,0,1,83,2008,12,1,3,8,8,1,43
2,0,71.37154422892016,35,39,1,2,0,4,1,2014,12,14,4,20,8,1,30
4,0,47.64461409733746,51,46,0,3,98,1,49,2006,5,1,3,3,20,2,21
2,8,170.64936247546058,7,482,0,3,20,1,22,2017,6,5,2,3,20,1,38
2,8,28.400341578759026,98,703,0,2,0,1,89,2018,11,1,3,17,20,2,35
3,0,67.8623855138736,35,47,0,8,0,1,22,2013,6,5,2,3,20,2,34
1,0,67.8623855138736,49,40,0,8,0,4,99,2017,1,1,2,3,8,1,62
2,0,33.3874538773882,35,47,0,8,0,4,1,2009,1,1,2,3,1,2,37
1,0,160.22431180146347,18,2,0,2,0,4,2,2000,12,14,2,20,1,1,56
3,0,159.99945571939512,25,401,0,8,0,1,92,1994,6,13,2,3,20,2,52
2,8,29.867479703967014,49,32,0,2,20,1,82,1996,10,11,4,3,9,1,16
2,8,29.867479703967014,49,32,0,2,0,1,83,2014,12,1,2,3,9,2,29
1,0,30.490190366124885,22,9,9,2,0,4,7,2000,14,14,3,20,9,1,29
1,8,30.93527989177214,72,706,0,2,0,1,98,2015,0,11,2,19,20,1,40
1,8,159.66737587356553,35,47,0,3,40,4,1,2009,12,1,2,3,1,2,48
1,0,157.3009050596115,12,21,0,3,0,4,6,2007,83,14,2,3,20,1,55
2,0,29.87819620198568,73,706,0,8,0,1,83,2003,12,1,2,19,20,1,36
2,8,27.56155674036329,53,706,0,1,20,1,20,2017,12,10,2,17,20,1,19
1,8,16.42913119298114,6,18,0,8,20,4,1,2014,12,1,3,3,9,2,28
4,0,29.01894099712574,37,31,0,8,3,1,87,2000,3,1,2,3,9,2,73
2,0,29.878196193355294,73,703,0,8,0,2,47,2014,9,15,2,19,98,1,27
1,0,177.61964129852925,35,47,0,2,0,4,1,2006,12,98,2,3,20,2,30
3,8,76.42125783890533,30,46,0,3,3,3,69,2014,12,1,2,3,9,1,31
2,0,154.69724192431238,54,35,0,2,20,2,84,2003,11,10,2,3,20,1,36
3,0,65.2434302090244,49,32,0,2,0,1,24,2016,12,1,2,3,9,2,20
3,0,65.2434302090244,59,34,0,2,0,1,25,2004,6,10,2,3,20,2,38
2,8,27.398618584046556,7,43,0,2,20,1,87,2004,3,1,3,3,20,2,26
3,0,13.396901944426101,7,27,0,3,0,1,51,2015,12,14,3,3,20,1,45
5,8,27.309772537001166,37,441,0,3,3,1,68,2006,82,11,2,3,8,2,34
5,8,27.309772537001166,37,31,0,4,3,1,69,2007,12,1,3,3,1,2,62
3,8,157.3009050596115,49,47,0,5,0,1,77,2010,9,1,2,3,1,2,22
7,0,12.958093177545306,35,401,0,8,3,1,89,2014,9,1,2,1,8,2,51
3,8,26.94965435942614,55,401,0,4,0,1,20,2009,12,1,3,3,20,2,63
2,8,68.14022451783879,35,446,0,2,3,1,77,2016,9,1,2,3,8,1,34
3,0,68.24286330490331,35,50,0,8,3,1,88,2017,12,1,2,3,20,1,50
2,0,133.78912306195463,23,8,0,8,0,1,24,2008,12,1,2,3,8,1,35
3,0,69.25332958547655,49,403,0,8,0,1,29,2014,6,2,2,3,20,2,55
1,0,194.66217460796273,34,34,0,2,0,4,11,2006,12,1,2,3,9,1,22
2,8,34.390993249701374,76,704,0,6,3,2,45,2016,61,4,3,19,20,1,27
3,8,28.552321377908786,35,47,0,2,0,1,98,2001,12,1,3,3,20,2,70
3,1,28.012827081896877,53,705,0,8,1,1,83,2015,5,1,2,5,20,1,64
2,0,172.32592293924074,12,32,0,8,0,2,45,2012,62,1,2,3,98,2,33
5,0,72.54516698361597,63,38,0,3,3,1,21,2016,6,5,2,3,98,1,70
3,8,33.435894039372144,98,709,0,3,0,1,93,2017,1,1,3,19,20,2,56
3,0,30.935279891990813,71,706,0,5,0,1,48,2013,61,6,2,5,20,1,28
3,0,30.935279891990813,76,705,0,5,0,1,98,2017,12,1,2,5,20,1,23
2,8,29.563359357510222,98,702,0,3,0,6,69,2010,12,1,4,19,20,1,38
1,8,27.3097725388643,20,481,0,2,40,4,1,1999,12,1,3,3,20,1,29
1,0,65.90088959012313,20,28,0,2,0,4,6,2017,12,1,2,3,8,1,19
4,0,69.1304088505515,7,482,1,2,0,4,64,2013,1,1,2,3,1,1,51
4,0,69.1304088505515,7,884,0,2,0,4,65,2013,12,1,2,3,20,1,66
7,0,28.598693751893382,12,37,1,4,3,1,88,2014,12,1,2,99,1,1,19
3,0,68.24286330490331,49,32,0,4,3,1,89,2017,9,1,2,3,9,2,32
2,0,27.33940402292555,49,402,1,3,0,1,68,2002,3,11,3,3,20,2,55
3,8,14.067939250013497,35,51,0,8,3,1,76,2017,3,11,3,3,20,2,44
3,8,134.15491064477186,41,54,0,2,0,1,83,2012,12,1,2,3,9,2,49
1,0,172.3259229370137,20,441,0,8,0,4,2,1997,82,14,2,3,9,1,18
1,0,29.87819618601143,76,701,0,8,0,1,98,2017,0,10,2,17,20,1,19
2,0,172.32592293924074,58,37,0,2,0,1,24,2013,12,1,2,3,9,2,23
2,0,32.11839313990359,53,709,0,3,0,1,45,2007,81,1,2,19,98,1,23
4,0,30.9352798869132,76,704,0,6,0,1,20,2016,12,1,3,19,20,2,20
2,8,178.40208685988748,12,481,0,2,0,1,21,1997,6,5,2,3,20,1,45
4,0,29.878196192318075,72,706,0,8,0,2,28,2018,12,1,3,98,98,1,23
2,0,72.54516700742349,63,36,0,8,3,1,68,2009,12,11,2,3,98,1,42
2,0,29.01894099712574,12,422,0,8,3,1,29,2007,6,2,3,3,98,2,34
2,0,28.12250946252173,72,706,0,4,0,2,12,2016,12,1,2,19,20,1,46
5,0,97.51220033200305,48,45,0,8,0,1,20,2009,12,1,2,3,20,2,24
3,0,161.74150746537993,37,32,0,2,0,1,65,2010,11,1,2,3,9,1,77
2,8,67.85786884230461,55,33,0,2,0,1,89,2017,11,1,2,3,9,1,38
2,0,39.64862248253137,35,472,9,2,0,4,11,2001,82,1,4,3,20,1,41
3,0,72.54516698361597,20,29,0,8,0,1,21,2017,6,5,2,3,98,2,50
2,0,29.878196193355294,72,706,0,8,0,1,28,1989,12,1,2,98,98,1,62
2,8,15.009055523006237,55,42,0,1,0,4,1,2016,12,15,3,99,1,1,34
2,0,159.34962839716783,55,33,0,1,0,1,69,2007,12,1,2,3,20,2,59
2,0,27.53492415569608,7,472,0,7,0,2,66,1996,12,1,3,99,20,1,47
4,1,159.34962839716783,55,33,0,6,3,1,84,2012,12,1,2,3,1,2,64
2,0,27.53492415569608,55,33,0,2,0,1,20,2012,12,1,3,3,1,2,39
4,0,159.4516256512106,20,444,0,2,98,1,28,2006,12,1,2,3,20,2,21
1,0,27.297360647536284,35,47,0,3,0,4,7,2012,12,1,3,3,1,1,24
2,0,67.78164858225554,12,402,0,2,0,1,69,2016,12,1,2,3,1,1,61
4,0,26.905154397380983,12,481,0,2,0,2,50,2003,12,1,3,3,20,1,59
4,0,26.905154397380983,41,51,0,2,0,1,51,2015,12,1,3,3,3,2,31
1,0,27.297360647536284,35,43,0,2,20,4,14,2012,1,1,3,3,3,2,23
4,0,27.297360647536284,35,47,0,3,20,1,82,2011,10,11,3,3,1,2,19
1,0,159.4516256831879,49,43,0,2,0,4,7,1999,82,1,2,3,20,2,14
3,0,67.78164858225554,6,18,0,2,0,1,79,2015,12,1,2,3,1,2,28
2,0,159.4516256512106,12,401,0,2,0,1,52,1999,12,1,2,3,20,1,32
2,0,27.297360647536284,34,34,0,4,3,1,68,2010,12,11,3,3,8,2,57
1,8,64.46572720896278,12,32,0,2,0,1,13,2016,12,1,2,3,8,2,19
7,8,13.965037673668244,18,7,0,2,0,2,98,2001,63,12,2,20,1,1,38
7,8,13.965037673668244,37,31,0,2,0,1,98,2015,12,1,2,3,1,2,23
4,0,27.3097725388643,35,443,0,3,0,1,45,2006,7,1,2,3,8,1,34
2,8,68.22883241950046,37,31,0,4,3,1,88,2017,12,1,2,3,1,2,77
1,0,39.10682667502549,12,481,0,2,0,4,6,1997,3,14,3,20,20,1,39
1,0,26.851705191032803,34,35,9,2,0,4,1,2005,9,14,3,3,9,1,44
1,0,83.84834562557124,7,28,0,2,0,4,11,2014,12,1,2,3,9,1,53
3,8,107.11389258851501,20,498,9,2,0,4,2,2011,0,1,3,99,8,2,74
1,0,26.0752694325481,99,709,0,8,20,1,98,1982,0,1,3,17,20,2,63
1,0,156.6473085314335,49,402,9,2,0,4,6,1998,62,1,2,3,20,2,18
2,8,68.14022451783879,35,472,0,5,20,1,84,2015,8,11,2,3,9,1,51
2,0,159.99945574876492,37,32,0,8,1,1,98,2007,6,5,2,3,20,1,46
3,0,67.86238549696914,30,40,0,8,0,1,24,2009,12,1,2,3,1,1,41
3,0,156.6473085314335,2,403,0,2,0,1,89,2008,62,1,2,3,20,2,37
3,0,156.6473085314335,12,481,0,2,0,1,88,2012,12,1,2,3,9,2,47
2,0,13.937198850972395,20,2,0,8,97,1,87,2016,3,1,3,3,20,1,44
3,0,157.2876566984837,20,421,0,5,0,1,24,2004,12,1,2,20,20,1,41
2,0,27.3097725388643,20,481,1,3,0,4,7,2012,11,1,3,3,8,1,56
4,0,13.627073828859473,35,472,0,6,0,4,1,2016,1,1,3,99,8,1,56
3,0,30.66203670898778,7,21,0,3,0,1,24,2005,12,1,3,99,9,1,26
2,0,157.3009050596115,35,402,0,2,0,2,50,2004,12,14,2,3,1,2,32
2,0,157.3009050596115,23,481,0,2,0,1,51,1999,12,14,2,3,20,1,67
2,0,66.66710034465649,20,481,0,2,0,6,48,2016,3,6,2,3,20,1,24
4,8,156.64730846804596,63,33,0,6,3,1,83,2007,12,1,2,3,1,1,30
4,8,156.64730846804596,49,46,0,3,3,1,82,2012,9,11,2,3,9,1,51
4,8,157.28765669267446,54,35,0,2,98,1,20,2012,12,1,2,3,9,1,41
4,8,157.28765669267446,20,23,0,2,98,1,21,2007,6,5,2,3,20,2,45
1,0,19.929797985649962,55,33,0,2,98,1,13,2018,12,1,3,3,9,2,35
2,0,27.351255619744823,6,43,0,8,98,3,21,1999,6,5,3,99,20,1,37
2,0,65.24343018824314,55,35,0,2,3,1,21,2013,6,5,2,3,20,2,52
3,8,72.54516698361597,63,38,0,8,0,1,20,2017,12,16,2,3,98,2,46
1,0,30.662036714198624,49,32,1,2,0,4,6,2005,1,1,3,3,9,2,28
1,0,30.66203670898778,7,472,1,2,0,4,2,2006,12,1,3,3,9,1,25
7,8,14.522069841101438,20,28,0,8,3,1,87,2017,3,1,3,20,9,1,80
7,8,14.522069841101438,49,46,0,8,3,1,86,2013,12,1,3,3,9,2,55
3,8,29.878196193355294,53,705,0,8,0,1,83,2008,12,1,3,19,20,1,22
1,0,24.1396834511752,20,25,0,2,0,4,6,2014,12,1,3,20,8,2,35
1,0,132.45866694940622,82,881,9,8,0,4,7,2016,0,14,3,20,20,1,36
2,8,27.351255626578276,20,404,0,4,3,1,23,2006,6,5,3,3,20,2,40
2,8,26.969069245049628,30,47,0,4,3,1,90,2009,1,1,3,3,20,2,17
4,8,26.94965435942614,55,36,0,2,3,1,20,2002,12,1,2,99,1,1,70
4,8,26.94965435942614,20,37,0,2,3,1,21,2013,6,5,3,20,20,2,25
1,8,29.05880928448051,73,705,0,2,0,3,98,2002,0,1,3,19,20,1,27
2,0,27.351255626578276,20,16,0,2,98,1,65,2004,11,14,3,3,20,1,45
2,8,66.98383256048682,23,402,0,4,98,1,69,2015,12,1,2,3,8,2,60
2,0,27.826445998664685,12,402,0,0,20,1,82,2007,62,11,3,3,1,1,60
2,0,27.826445998664685,49,40,0,5,0,1,83,2012,12,1,3,3,1,1,60
4,0,39.59772400457773,2,403,0,2,0,1,28,2008,12,1,3,3,20,2,25
2,8,157.3009050596115,6,442,0,3,3,1,21,2002,6,5,2,3,20,2,50
1,0,65.90088959012313,49,40,0,2,0,4,11,2017,12,1,2,3,8,1,63
3,0,26.958549538001915,30,42,0,2,0,4,2,1997,12,1,3,3,9,2,23
2,0,156.64730846804596,20,481,0,5,3,1,68,2010,83,11,2,3,20,1,45
2,1,27.571086465371017,35,47,0,8,0,3,53,2012,12,1,3,3,1,1,42
3,8,27.692306490133422,37,706,0,5,0,1,69,1999,12,1,2,5,20,1,19
1,0,37.16770997401223,12,402,1,2,0,4,1,2008,12,1,3,3,9,1,20
3,0,178.0698539381268,35,47,1,8,3,1,20,1997,12,1,2,3,8,2,23
3,0,35.139319864601404,49,40,0,5,0,2,24,1995,12,15,3,3,8,2,84
4,0,66.39871229322311,20,481,0,5,3,1,98,2016,6,5,2,3,20,1,70
1,0,66.39871229322311,63,32,1,2,0,4,1,2017,12,1,2,3,20,1,19
2,0,28.71180109260055,20,22,0,2,0,6,64,2006,83,1,4,3,9,1,26
2,0,28.71180109260055,23,423,0,2,0,1,65,2017,12,1,2,20,8,2,53
2,8,148.74287180385858,49,32,1,8,0,2,45,2005,11,1,2,3,98,2,22
2,8,146.08973372804616,9,442,0,3,3,1,98,1997,12,1,2,3,20,1,55
3,0,13.937198850972395,49,40,0,2,0,1,81,2016,12,2,3,3,8,2,38
3,0,98.6583873934596,37,402,0,2,0,1,21,2017,6,5,2,3,20,2,74
4,0,167.02187000665714,41,50,0,2,40,2,64,2007,82,1,4,3,1,1,19
4,0,167.02187000665714,12,401,0,2,40,1,65,2011,12,1,2,3,8,2,28
1,0,13.339819299230765,12,32,0,2,0,4,6,2015,2,1,3,3,1,1,29
1,0,38.67828395598377,20,401,0,8,0,4,7,1998,9,1,3,8,20,1,38
5,0,38.67828395598377,23,431,1,8,0,4,2,2003,82,1,3,20,20,2,31
1,0,155.21814658013062,12,481,1,8,0,4,7,2008,12,1,2,8,20,1,66
1,0,38.67828395598377,20,403,1,8,0,4,2,2004,9,1,3,8,20,2,52
2,8,68.14022451783879,49,40,0,2,20,1,82,2000,11,11,2,3,9,2,18
1,0,37.16770997401223,12,402,1,2,0,4,2,2001,61,1,3,20,20,2,85
1,0,37.16770997401223,2,403,1,2,0,4,7,2006,63,6,3,20,20,1,28
1,0,159.8066710239649,55,35,0,2,0,4,1,2012,12,1,2,3,9,2,19
1,0,37.16770997401223,55,401,0,2,0,4,6,2008,9,1,3,3,20,1,34
3,0,69.25332958547655,63,38,0,8,0,1,88,2017,12,1,2,3,8,2,64
1,0,66.39871229322311,37,402,0,2,0,1,13,2017,12,1,2,3,20,2,30
2,8,134.17014196047802,6,55,0,3,3,1,69,2005,12,1,2,3,9,1,24
1,0,42.3187497372731,12,481,0,2,0,4,7,1992,9,1,3,3,20,1,18
2,0,66.39871229322311,20,37,0,2,0,1,25,2015,6,1,2,3,20,2,69
2,0,159.8066710239649,41,35,0,2,0,4,1,1996,12,1,2,20,9,1,31
1,0,28.71180109260055,37,31,0,2,0,4,1,2001,9,14,4,3,9,1,54
8,0,37.16770997401223,7,442,0,2,0,1,98,2007,12,1,2,3,9,1,60
8,0,37.16770997401223,7,442,0,2,0,2,50,2010,12,1,3,3,9,2,62
2,8,159.54854962314664,20,28,0,3,0,1,23,2013,6,5,2,3,20,1,58
2,8,195.21146276703487,12,481,0,5,0,1,68,2001,62,11,2,3,9,1,49
5,0,30.66203671248726,35,47,0,5,0,2,24,2004,12,1,3,3,9,1,21
1,0,159.34962839716783,23,401,0,2,0,4,6,2003,10,1,2,3,20,1,29
2,0,27.763795796180812,72,706,0,2,0,1,98,1999,0,1,2,5,20,1,77
1,0,27.53492415569608,69,54,0,2,40,1,13,2009,12,14,3,3,1,1,30
1,0,159.4516256512106,12,422,0,4,0,4,1,1997,12,14,2,3,20,1,73
4,0,67.78164858225554,63,37,0,3,3,1,28,2015,12,1,2,3,20,2,32
2,0,27.297360647536284,20,16,0,2,40,4,10,1998,3,1,3,20,1,2,18
2,0,26.905154397380983,12,24,9,2,0,4,6,2014,12,14,3,3,8,2,58
3,8,68.05440770203509,12,3,0,2,20,1,87,2002,3,1,2,3,20,1,26
3,8,68.05440770203509,49,32,0,2,0,1,86,2015,12,1,2,3,8,2,28
3,8,157.3009050596115,12,23,0,7,3,1,68,2011,3,11,2,3,8,2,44
3,8,157.3009050596115,12,471,0,7,3,1,69,2001,12,1,2,3,20,1,53
3,8,66.66710034465649,2,422,0,4,0,2,84,2015,12,11,2,3,20,2,66
1,0,26.110041981056707,23,481,0,2,0,4,6,2011,12,1,4,3,8,1,46
5,0,68.24286330490331,12,3,0,2,0,1,24,2005,12,1,2,3,1,2,19
5,0,68.24286330490331,37,32,0,2,0,1,25,2014,6,1,2,3,20,2,20
2,0,37.16770997401223,2,403,1,2,0,1,79,1992,12,1,3,3,20,1,57
3,0,163.08517075010752,24,5,0,8,0,1,45,2001,10,1,2,3,20,2,19
4,0,29.833901652245057,58,37,0,8,0,1,98,2006,6,5,3,3,20,2,24
3,0,28.841047799320037,55,35,0,8,0,2,66,2007,3,1,4,3,1,2,23
3,0,28.841047799320037,34,402,0,8,0,1,66,2014,12,1,2,3,8,1,55
4,8,27.3097725388643,23,422,0,5,3,1,88,2005,12,1,2,3,1,1,47
4,8,27.3097725388643,20,22,1,3,3,3,89,2007,9,1,3,3,1,1,26
3,0,133.2060962051663,12,32,0,2,0,2,47,2012,62,15,2,20,8,2,59
1,0,154.69724193411864,37,31,1,2,0,4,1,2005,12,1,2,3,20,2,28
3,0,100.14574654864658,37,31,0,2,20,1,88,2002,12,1,3,3,9,1,29
3,0,100.14574654864658,20,421,0,2,0,1,89,2001,63,1,3,3,20,2,55
1,0,77.36190250045514,20,16,1,2,0,4,6,2002,83,1,4,20,20,1,58
2,0,13.937198849550393,12,23,0,4,0,1,21,2014,6,5,3,3,20,2,23
4,0,66.27464314526914,37,421,0,5,3,1,68,2008,12,11,2,3,98,2,28
3,0,27.041020157723008,35,472,0,8,3,1,82,2012,12,11,3,3,98,2,51
1,8,30.9352798869132,73,706,0,2,0,1,98,2004,0,14,2,19,20,1,50
1,0,30.93527989177214,98,705,0,2,0,4,1,2017,12,14,3,5,20,1,59
3,8,159.66737587356553,35,402,0,3,97,1,77,2007,12,1,2,3,8,2,38
3,0,27.33940402292555,12,471,1,3,0,1,45,2004,5,1,3,3,1,1,37
1,0,159.38534426169915,23,481,0,4,0,4,3,2000,12,14,2,3,20,1,18
3,0,68.22883241950046,49,32,0,4,0,1,79,2017,82,5,2,3,20,1,69
3,0,68.22883241950046,58,41,0,4,0,1,98,2015,6,5,2,3,20,1,35
2,8,13.4330160833567,12,481,0,5,3,1,20,2017,12,1,3,3,8,1,53
1,1,28.567697401813067,37,31,0,2,0,4,7,2012,62,14,4,3,8,1,36
3,8,29.01894098971979,49,32,0,8,0,1,99,2000,61,1,3,3,98,1,54
2,8,27.351255619744823,35,47,1,2,98,1,87,2013,2,1,3,3,2,1,20
1,8,14.522069841101438,20,473,0,1,0,4,6,2018,62,1,3,98,9,1,34
2,8,72.5451669739934,32,43,0,8,0,1,68,2012,12,11,2,3,9,2,20
2,8,72.5451669739934,49,40,0,8,0,1,69,2014,9,1,2,3,98,1,37
2,0,27.351255626578276,23,421,0,3,98,2,24,2005,12,15,3,99,20,1,20
2,0,27.154190698616286,53,705,0,0,98,7,82,2011,12,11,3,17,20,1,33
1,0,157.28765669886664,37,32,0,2,0,4,7,1997,12,14,2,3,20,2,46
2,8,67.85786884230461,37,471,0,2,0,1,86,2010,12,1,2,1,9,1,61
3,0,68.24286330490331,12,481,0,3,3,1,21,1999,6,5,2,3,20,1,27
2,8,167.62595633661473,63,37,0,2,20,1,84,2010,12,1,2,3,20,1,66
3,8,29.025453580986653,12,21,0,2,3,3,45,2006,11,1,3,3,1,1,39
3,8,29.025453580986653,37,32,0,2,3,1,44,2016,5,1,2,20,20,1,72
5,0,167.62595631466385,12,401,1,2,0,3,65,2003,11,14,2,3,20,1,46
3,0,12.958093177545306,7,443,0,3,0,2,98,2014,1,12,3,99,20,1,37
3,0,12.958093177545306,42,42,0,3,0,1,98,2014,12,1,2,2,8,2,23
3,8,26.851705191032803,54,39,0,4,3,1,68,2011,12,11,3,3,20,2,24
3,8,29.01894099712574,12,402,0,8,0,2,70,2012,3,10,2,3,98,1,82
3,8,29.01894099712574,59,35,0,8,0,1,71,2008,62,1,3,3,98,2,26
3,8,159.54854962314664,59,403,0,5,0,1,20,2013,12,1,2,3,9,1,56
2,0,27.162486746494032,35,473,1,2,0,4,1,2004,11,1,3,20,8,1,20
1,0,13.623138385974329,37,31,1,8,0,4,1,2014,12,14,3,20,3,1,40
1,0,193.3845998924806,12,398,0,2,0,4,7,1932,62,1,2,3,20,1,44
2,8,156.64730854195687,49,32,0,2,3,1,89,2007,10,1,2,3,20,2,55
2,8,156.64730854195687,20,461,0,2,3,1,88,2010,12,1,2,3,20,1,38
1,0,159.38534426169915,19,421,0,3,0,4,7,2007,12,14,2,20,1,1,33
2,0,28.261592391622507,98,701,0,3,0,1,25,2014,6,1,3,19,20,1,35
1,0,33.219993446679155,13,12,0,8,0,4,6,2003,11,11,3,3,9,2,34
4,0,47.404475815708324,20,423,0,2,0,4,50,2015,12,1,2,3,8,2,36
4,0,47.404475815708324,20,404,0,2,0,1,51,2014,12,1,2,3,8,1,57
1,0,159.80667099010694,20,36,0,2,0,4,6,1996,82,1,2,20,9,2,40
2,0,160.22431180146347,12,16,0,6,0,1,21,2010,6,5,2,3,20,1,38
1,0,34.390993247682324,53,709,0,5,0,1,98,2007,0,1,2,19,98,1,25
2,0,14.067939250013497,49,402,0,3,0,1,25,2014,6,1,3,3,20,2,23
1,0,156.64730854195687,37,32,0,2,0,4,7,2002,62,14,2,3,20,1,22
2,8,29.83390163832957,20,443,0,8,0,1,69,2001,12,1,3,3,1,2,26
3,8,29.83390163832957,20,421,0,8,20,1,86,2002,12,1,2,3,1,1,19
3,8,29.83390163832957,18,22,0,3,0,1,87,2013,1,1,3,3,1,1,64
3,8,194.66217462295805,49,402,0,5,3,1,89,1996,11,1,3,3,9,2,21
1,0,67.4364572278752,63,37,0,2,0,4,6,2014,62,14,2,3,20,2,21
3,8,156.64730854195687,12,23,0,8,20,1,76,2009,12,11,2,99,1,2,91
1,0,156.64730854195687,6,52,0,2,0,4,1,2008,12,1,2,3,1,1,52
2,0,71.55088259351292,49,32,0,3,0,1,29,2014,6,2,2,3,9,2,35
2,8,27.56155674036329,73,705,0,3,0,1,79,2002,12,1,2,19,20,1,26
3,8,67.4364572278752,12,401,0,3,3,1,21,2014,6,5,2,3,20,1,30
2,0,68.03654188665362,20,481,0,2,3,1,28,2016,12,1,2,20,8,1,29
2,8,72.54516698361597,7,29,0,8,0,1,21,2016,6,5,2,3,98,2,27
3,0,51.154613614547465,13,1,0,2,0,4,64,1998,3,14,4,3,1,2,83
1,8,30.42650221431938,76,706,0,8,20,1,98,2014,0,1,2,29,20,1,34
1,0,159.66737587356553,30,40,1,7,0,4,1,2004,1,1,2,3,8,1,16
4,0,27.3097725388643,37,402,0,5,0,1,65,2006,12,1,3,3,8,2,49
1,0,67.28372269795906,63,402,0,2,0,4,2,2015,9,1,3,3,8,2,38
2,0,164.69017611517376,35,43,0,8,3,1,74,2016,12,1,2,8,9,2,31
1,0,27.339404025084836,59,34,0,3,0,4,1,2000,12,1,3,20,1,1,21
2,0,41.76895486980502,55,33,0,4,0,1,83,2008,12,1,3,8,20,2,24
3,0,28.122509469450335,37,705,0,8,0,1,68,2002,1,11,2,17,20,1,42
3,0,41.76895486980502,51,50,0,3,3,1,68,2017,12,11,2,8,1,2,35
3,0,41.76895486980502,41,35,0,3,3,1,69,2003,62,1,3,8,1,1,28
2,8,74.96762659329771,58,41,0,8,3,1,69,2015,12,1,2,3,9,1,29
1,0,163.08517075010752,23,401,0,8,3,4,10,2003,10,17,2,3,20,2,51
1,0,28.400341582741287,53,705,0,8,0,4,6,2007,11,14,3,19,20,1,19
2,0,68.24286332193172,20,481,0,3,0,1,69,2017,12,1,2,3,1,1,61
2,0,65.22005522954457,37,31,0,2,0,2,66,2002,81,1,4,20,20,2,16
3,0,159.54854962314664,49,40,0,3,0,1,20,2010,12,1,2,3,20,2,17
1,0,30.42650222009889,76,705,0,3,0,1,98,2014,0,1,2,19,20,1,32
2,8,157.28765669267446,20,481,0,8,3,1,20,1998,12,1,2,3,20,2,73
2,0,21.206132614843668,20,2,0,8,0,1,24,2013,12,1,4,3,8,1,26
2,0,26.187569319725196,35,39,0,2,0,1,20,2001,12,1,3,20,1,1,68
3,0,154.50447575431454,49,49,0,8,20,1,89,2006,9,1,2,3,1,1,50
2,0,25.363327999379294,24,401,0,2,0,1,51,2008,12,1,4,20,1,1,54
1,0,13.479437419970813,20,2,0,2,0,4,1,2014,12,1,3,99,1,1,51
3,0,26.187569319725196,34,402,0,2,0,1,65,2006,11,1,3,3,8,2,40
3,0,26.187569319725196,49,402,0,2,0,2,64,2010,11,1,3,3,1,1,77
1,0,154.50447575431454,2,404,1,2,0,4,1,2001,0,2,2,3,20,2,29
2,0,17.830587304373605,20,404,0,2,0,2,50,2014,12,1,3,3,1,2,42
2,0,17.830587304373605,82,881,0,2,0,1,51,2018,12,1,2,3,20,1,58
2,0,27.216426184919403,12,481,0,2,20,1,90,2000,62,5,3,3,99,1,57
2,0,154.50447575431454,55,35,0,4,3,1,31,2003,6,2,2,3,20,2,54
9,0,65.49602804542549,63,37,0,3,0,1,98,2015,12,1,2,3,20,2,22
2,0,65.49602804542549,6,18,0,4,0,1,21,2016,6,5,2,3,20,2,47
2,0,27.54377387612339,20,461,0,8,1,1,29,2006,6,2,3,3,20,2,32
2,0,28.012827082880957,53,706,0,8,0,1,98,2006,0,1,3,5,20,1,39
2,0,28.012827082880957,53,706,0,8,0,1,98,2006,6,1,3,5,20,1,39
3,0,27.54377387612339,49,401,9,8,0,4,6,1998,12,1,3,3,20,1,49
4,8,32.50973585801308,20,481,1,2,0,1,87,2007,82,1,3,3,20,2,20
1,0,83.84834562557124,37,421,0,6,0,4,6,2017,62,1,2,3,9,1,86
3,8,30.66203670898778,20,999,1,2,20,1,86,1999,12,1,3,20,9,2,18
3,8,30.66203670898778,7,442,0,2,0,1,87,2012,81,1,3,3,9,1,69
2,0,30.935279891990813,72,706,0,7,0,1,24,2005,12,1,3,19,20,1,33
1,0,187.1933078469988,54,399,0,4,0,4,1,2017,12,1,2,3,9,1,26
1,0,26.873342110802884,53,703,0,2,0,1,98,2013,0,1,2,19,20,2,25
1,0,13.409159423995975,7,26,0,8,0,4,6,2013,12,1,4,20,1,2,25
4,0,66.23651700629242,2,404,0,2,0,2,64,2000,12,14,2,3,1,1,21
4,0,66.23651700629242,63,401,0,2,0,1,65,2017,9,14,2,3,1,2,45
4,0,66.23651700629242,12,27,0,2,0,1,98,2013,12,14,2,3,1,2,37
2,0,43.52183090308957,20,28,0,2,0,1,29,2015,6,2,3,8,20,2,25
2,0,43.52183090308957,37,402,0,2,3,1,21,2014,6,5,3,8,20,2,45
1,0,27.798571538224895,72,706,0,8,0,1,98,1999,0,1,2,17,20,1,45
5,0,159.38534426169915,49,482,0,3,0,1,20,2011,12,14,2,1,20,1,36
1,0,38.73621780581128,18,3,0,1,0,4,6,1998,3,1,3,3,9,1,23
2,0,29.71208287092207,12,23,0,2,0,1,89,2011,8,1,3,3,9,2,20
1,0,25.2570581630148,59,403,1,8,0,4,1,2017,12,14,3,3,8,2,74
1,0,29.71208287092207,37,31,0,2,0,4,7,2006,6,1,3,3,8,2,17
2,0,28.841047799320037,49,43,0,8,0,4,2,2005,9,10,4,20,1,1,36
